"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
1904,0,"Grande Bretagne","femme",44,"secondaire","Employed","sans reponse","petite-moyenne ville",30,"marche","employe",10
1905,0,"Grèce","femme",35,"universite","Employed","faible","petite-moyenne ville",10,"marche","employe",4
1906,1,"France","femme",37,"universite","Employed","moyen","aire metropolitaine",15,"marche","employe",8
1907,0,"Belgique","homme",58,"universite","Not Employed","moyen","zone rurale",65,"vehicule individuel","sans emploi",4
1908,0,"Danemark","homme",54,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",7
1909,1,"Suède","homme",30,"secondaire","Not Employed","tres faible","zone rurale",35,"velo","sans emploi",9
1910,0,"Belgique","femme",49,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",3
1911,0,"Roumanie","homme",46,"secondaire inferieur","Employed","moyen","petite-moyenne ville",7,"marche","employe",8
1912,1,"Grande Bretagne","homme",56,"universite","Employed","moyen","grande ville",90,"marche","employe",10
1913,1,"France","homme",20,"universite","Not Employed","moyen","zone rurale",30,"velo","sans emploi",7
1914,0,"Hongrie","homme",53,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",30,"vehicule individuel","sans emploi",3
1915,0,"Pologne","homme",23,"secondaire","Not Employed","faible","zone rurale",30,"vehicule individuel","sans emploi",5
1916,0,"Grande Bretagne","femme",38,"secondaire","Employed","faible","petite-moyenne ville",40,"marche","employe",8
1917,0,"Pays-Bas","femme",59,"secondaire","Employed","faible","aire metropolitaine",45,"vehicule individuel","employe",9
1918,0,"Danemark","femme",53,"secondaire","Employed","moyen","petite-moyenne ville",13,"vehicule individuel","employe",8
1919,1,"Italie","homme",41,"secondaire","Employed","moyen","petite-moyenne ville",5,"velo","employe",7
1920,0,"Espagne","femme",50,"secondaire","Not Employed","faible","zone rurale",15,"vehicule individuel","sans emploi",4
1921,0,"Pays-Bas","homme",53,"universite","Employed","eleve","petite-moyenne ville",75,"vehicule individuel","employe",7
1922,1,"Belgique","homme",30,"secondaire","Employed","moyen","grande ville",71,"marche","employe",7
1923,0,"France","homme",29,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",5
1924,0,"Hongrie","homme",37,"secondaire inferieur","Employed","moyen","petite-moyenne ville",35,"transport collectif","employe",8
1925,0,"Pays-Bas","femme",38,"secondaire","Employed","moyen","petite-moyenne ville",45,"vehicule individuel","employe",9
1926,0,"Grande Bretagne","femme",30,"secondaire","Not Employed","faible","petite-moyenne ville",20,"marche","sans emploi",6
1927,0,"Belgique","homme",56,"premier cycle","Not Employed","faible","petite-moyenne ville",75,"vehicule individuel","sans emploi",9
1928,0,"Suède","femme",45,"secondaire","Employed","moyen","zone rurale",10,"vehicule individuel","employe",8
1929,1,"Danemark","homme",53,"premier cycle","Employed","faible","aire metropolitaine",12,"velo","employe",7
1930,0,"France","homme",27,"universite","Employed","tres faible","petite-moyenne ville",40,"marche","employe",1
1931,0,"Roumanie","homme",53,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",7
1932,0,"Hongrie","homme",39,"secondaire","Employed","faible","petite-moyenne ville",10,"marche","employe",8
1933,0,"Danemark","homme",48,"secondaire","Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","employe",8
1934,1,"Italie","homme",53,"secondaire","Not Employed","moyen","petite-moyenne ville",30,"marche","sans emploi",5
1935,0,"Hongrie","femme",53,"universite","Employed","tres faible","aire metropolitaine",60,"transport collectif","employe",5
1936,0,"Pays-Bas","homme",39,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",45,"marche","sans emploi",6
1937,0,"Roumanie","femme",46,"secondaire","Employed","faible","grande ville",40,"vehicule individuel","employe",9
1938,0,"Belgique","homme",43,"secondaire inferieur","Employed","faible","aire metropolitaine",45,"marche","employe",3
1939,0,"Espagne","homme",35,"universite","Not Employed","faible","petite-moyenne ville",30,"vehicule individuel","sans emploi",10
1940,0,"Suède","homme",41,"secondaire","Employed","moyen","zone rurale",10,"vehicule individuel","employe",7
1941,0,"Grande Bretagne","femme",60,"secondaire inferieur","Employed","moyen","zone rurale",10,"vehicule individuel","employe",8
1942,0,"Pays-Bas","homme",20,"secondaire inferieur","Employed","faible","petite-moyenne ville",50,"transport collectif","employe",2
1943,0,"Finlande","femme",44,"secondaire","Employed","sans reponse","grande ville",30,"transport collectif","employe",10
1944,0,"Pologne","homme",39,"secondaire","Employed","moyen","aire metropolitaine",45,"vehicule individuel","employe",8
1945,1,"Hongrie","homme",49,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",20,"marche","sans emploi",7
1946,1,"Suède","femme",27,"secondaire","Employed","sans reponse","aire metropolitaine",30,"velo","employe",10
1947,1,"Hongrie","femme",35,"secondaire inferieur","Employed","tres faible","aire metropolitaine",15,"velo","employe",4
1948,0,"Suède","femme",34,"secondaire","Not Employed","tres faible","petite-moyenne ville",32,"marche","sans emploi",8
1949,0,"France","femme",37,"universite","Employed","eleve","grande ville",50,"vehicule individuel","employe",8
1950,0,"Lituanie","homme",44,"universite","Not Employed","moyen","grande ville",15,"vehicule individuel","sans emploi",8
1951,0,"Allemagne","homme",48,"secondaire inferieur","Employed","faible","aire metropolitaine",15,"marche","employe",7
1952,0,"Roumanie","homme",50,"secondaire","Employed","faible","zone rurale",35,"transport collectif","employe",7
1953,0,"Grande Bretagne","homme",46,"secondaire","Not Employed","faible","petite-moyenne ville",10,"marche","sans emploi",1
1954,0,"Grèce","femme",35,"universite","Not Employed","faible","grande ville",5,"marche","sans emploi",4
1955,1,"Danemark","homme",33,"secondaire","Not Employed","sans reponse","aire metropolitaine",3,"velo","sans emploi",3
1956,0,"Belgique","homme",25,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",7
1957,0,"Grande Bretagne","homme",47,"secondaire","Employed","tres faible","petite-moyenne ville",60,"marche","employe",5
1958,0,"Belgique","homme",54,"secondaire","Not Employed","moyen","petite-moyenne ville",30,"transport collectif","sans emploi",8
1959,0,"Pologne","homme",28,"secondaire inferieur","Employed","tres faible","zone rurale",30,"vehicule individuel","employe",7
1960,1,"Slovaquie","femme",28,"secondaire","Employed","moyen","petite-moyenne ville",38,"marche","employe",10
1961,0,"Bulgarie","homme",34,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",4
1962,0,"Tchéquie","femme",54,"secondaire inferieur","Employed","faible","zone rurale",30,"marche","employe",2
1963,0,"Pays-Bas","femme",27,"secondaire","Not Employed","faible","petite-moyenne ville",120,"transport collectif","sans emploi",4
1964,0,"Belgique","homme",52,"secondaire inferieur","Employed","faible","zone rurale",50,"vehicule individuel","employe",8
1965,0,"France","femme",49,"secondaire","Employed","moyen","petite-moyenne ville",45,"vehicule individuel","employe",5
1966,0,"Slovaquie","homme",52,"secondaire","Employed","faible","petite-moyenne ville",30,"marche","employe",7
1967,0,"Slovaquie","homme",48,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",5
1968,0,"Belgique","femme",29,"secondaire","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",6
1969,0,"Hongrie","homme",28,"secondaire inferieur","Employed","moyen","aire metropolitaine",35,"vehicule individuel","employe",8
1970,0,"Allemagne","homme",58,"secondaire inferieur","Not Employed","tres faible","grande ville",6,"marche","sans emploi",10
1971,0,"Suède","femme",44,"universite","Employed","tres faible","petite-moyenne ville",30,"marche","employe",5
1972,0,"Italie","femme",35,"secondaire","Not Employed","tres faible","petite-moyenne ville",30,"transport collectif","sans emploi",8
1973,0,"Pologne","femme",50,"secondaire","Employed","moyen","petite-moyenne ville",45,"marche","employe",7
1974,0,"Belgique","homme",27,"secondaire","Employed","eleve","aire metropolitaine",14,"marche","employe",7
1975,0,"Belgique","homme",53,"secondaire inferieur","Employed","moyen","zone rurale",40,"vehicule individuel","employe",7
1976,0,"Pays-Bas","femme",37,"secondaire","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",1
1977,0,"Danemark","homme",38,"secondaire inferieur","Employed","faible","zone rurale",20,"vehicule individuel","employe",8
1978,0,"Finlande","femme",33,"premier cycle","Employed","moyen","grande ville",30,"marche","employe",5
1979,1,"Italie","homme",44,"secondaire","Employed","faible","petite-moyenne ville",20,"velo","employe",9
1980,0,"Italie","femme",55,"secondaire","Not Employed","faible","petite-moyenne ville",10,"marche","sans emploi",8
1981,0,"Pays-Bas","homme",31,"secondaire","Employed","moyen","petite-moyenne ville",30,"transport collectif","employe",4
1982,0,"Croatie","homme",47,"secondaire","Not Employed","faible","zone rurale",170,"vehicule individuel","sans emploi",5
1983,0,"Roumanie","homme",49,"universite","Not Employed","moyen","zone rurale",25,"vehicule individuel","sans emploi",4
1984,0,"Italie","homme",45,"secondaire","Not Employed","moyen","petite-moyenne ville",15,"vehicule individuel","sans emploi",7
1985,0,"Italie","femme",51,"universite","Employed","eleve","aire metropolitaine",10,"marche","employe",7
1986,1,"Tchéquie","femme",42,"secondaire","Employed","moyen","grande ville",65,"marche","employe",8
1987,0,"Belgique","homme",42,"universite","Employed","moyen","zone rurale",30,"vehicule individuel","employe",5
1988,0,"Suède","homme",46,"secondaire","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",7
1989,1,"Belgique","homme",38,"secondaire","Employed","faible","petite-moyenne ville",60,"marche","employe",6
1990,0,"France","femme",48,"secondaire","Not Employed","sans reponse","petite-moyenne ville",30,"marche","sans emploi",5
1991,0,"Belgique","homme",27,"secondaire","Employed","faible","zone rurale",14,"vehicule individuel","employe",7
1992,1,"Hongrie","femme",50,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",15,"velo","sans emploi",9
1993,0,"Roumanie","homme",43,"universite","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",3
1994,0,"Finlande","femme",37,"universite","Employed","moyen","grande ville",30,"vehicule individuel","employe",6
1995,0,"France","femme",39,"secondaire","Employed","moyen","zone rurale",3,"vehicule individuel","employe",8
1996,0,"Grande Bretagne","femme",27,"secondaire","Employed","faible","petite-moyenne ville",35,"vehicule individuel","employe",8
1997,0,"Danemark","homme",33,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",5
1998,0,"Finlande","homme",39,"secondaire","Employed","moyen","grande ville",20,"vehicule individuel","employe",3
1999,0,"Roumanie","homme",37,"secondaire","Employed","eleve","grande ville",30,"vehicule individuel","employe",5
2000,0,"Croatie","femme",39,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",4
2001,0,"Suède","femme",34,"universite","Employed","eleve","zone rurale",40,"transport collectif","employe",8
2002,0,"Belgique","femme",59,"secondaire","Employed","moyen","petite-moyenne ville",30,"transport collectif","employe",9
2003,1,"Pays-Bas","femme",55,"universite","Not Employed","tres faible","grande ville",20,"velo","sans emploi",9
2004,1,"Hongrie","femme",53,"secondaire inferieur","Employed","moyen","zone rurale",20,"velo","employe",7
2005,0,"Belgique","homme",46,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",6
2006,0,"Roumanie","homme",39,"secondaire","Employed","moyen","zone rurale",50,"vehicule individuel","employe",9
2007,0,"Belgique","homme",42,"secondaire inferieur","Not Employed","moyen","zone rurale",45,"vehicule individuel","sans emploi",7
2008,0,"Slovaquie","femme",25,"universite","Employed","moyen","zone rurale",25,"vehicule individuel","employe",8
2009,0,"Lettonie","femme",27,"secondaire","Not Employed","moyen","grande ville",5,"vehicule individuel","sans emploi",7
2010,0,"Croatie","femme",37,"premier cycle","Not Employed","faible","zone rurale",45,"vehicule individuel","sans emploi",6
2011,0,"Croatie","femme",39,"secondaire","Not Employed","moyen","aire metropolitaine",15,"marche","sans emploi",4
2012,0,"Pologne","homme",45,"secondaire","Employed","tres faible","grande ville",23,"transport collectif","employe",1
2013,0,"Pologne","femme",51,"secondaire","Employed","moyen","grande ville",70,"vehicule individuel","employe",10
2014,0,"Belgique","homme",53,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",5
2015,0,"Hongrie","homme",43,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",90,"marche","sans emploi",2
2016,1,"Slovaquie","femme",32,"secondaire","Employed","moyen","zone rurale",30,"marche","employe",10
2017,0,"Bulgarie","femme",38,"secondaire","Employed","moyen","petite-moyenne ville",140,"vehicule individuel","employe",5
2018,0,"Roumanie","femme",47,"universite","Employed","moyen","zone rurale",60,"vehicule individuel","employe",8
2019,0,"Roumanie","homme",45,"secondaire","Employed","tres faible","grande ville",45,"transport collectif","employe",10
2020,0,"France","femme",48,"secondaire","Employed","moyen","grande ville",17,"vehicule individuel","employe",7
2021,1,"Belgique","femme",37,"secondaire","Employed","faible","grande ville",5,"marche","employe",9
2022,0,"Italie","femme",41,"secondaire","Employed","faible","aire metropolitaine",50,"vehicule individuel","employe",10
2023,0,"Hongrie","homme",30,"secondaire inferieur","Employed","faible","zone rurale",60,"vehicule individuel","employe",8
2024,0,"Tchéquie","femme",23,"secondaire","Not Employed","moyen","zone rurale",30,"vehicule individuel","sans emploi",5
2025,0,"Roumanie","homme",48,"secondaire","Employed","moyen","zone rurale",90,"vehicule individuel","employe",8
2026,0,"Belgique","homme",49,"universite","Not Employed","moyen","zone rurale",20,"vehicule individuel","sans emploi",2
2027,0,"Roumanie","femme",50,"secondaire inferieur","Not Employed","moyen","aire metropolitaine",30,"vehicule individuel","sans emploi",9
2028,0,"France","femme",52,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",5
2029,0,"Grande Bretagne","femme",47,"secondaire inferieur","Not Employed","tres faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",8
2030,0,"Lettonie","homme",43,"universite","Employed","faible","petite-moyenne ville",45,"vehicule individuel","employe",4
2031,0,"Danemark","femme",36,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",6
2032,0,"Pays-Bas","homme",42,"secondaire inferieur","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",8
2033,0,"Pays-Bas","femme",51,"secondaire","Not Employed","moyen","zone rurale",20,"marche","sans emploi",5
2034,0,"Belgique","femme",57,"secondaire","Not Employed","faible","zone rurale",20,"vehicule individuel","sans emploi",6
2035,0,"Espagne","homme",39,"secondaire inferieur","Employed","faible","aire metropolitaine",20,"transport collectif","employe",6
2036,0,"Belgique","femme",60,"secondaire","Not Employed","faible","petite-moyenne ville",20,"vehicule individuel","sans emploi",9
2037,0,"France","homme",57,"secondaire","Not Employed","faible","aire metropolitaine",150,"vehicule individuel","sans emploi",5
2038,0,"Hongrie","homme",46,"universite","Not Employed","faible","zone rurale",10,"vehicule individuel","sans emploi",7
2039,0,"Pays-Bas","homme",43,"secondaire","Employed","moyen","petite-moyenne ville",45,"vehicule individuel","employe",7
2040,0,"France","femme",58,"secondaire","Employed","tres eleve","petite-moyenne ville",15,"vehicule individuel","employe",7
2041,0,"Pays-Bas","homme",40,"secondaire inferieur","Employed","moyen","zone rurale",15,"vehicule individuel","employe",7
2042,0,"Estonie","homme",46,"secondaire","Employed","sans reponse","grande ville",150,"marche","employe",6
2043,0,"Grande Bretagne","femme",58,"universite","Employed","faible","aire metropolitaine",45,"transport collectif","employe",7
2044,0,"Grande Bretagne","homme",58,"secondaire","Not Employed","tres faible","zone rurale",25,"marche","sans emploi",2
2045,0,"Suède","femme",40,"premier cycle","Employed","faible","petite-moyenne ville",45,"vehicule individuel","employe",6
2046,0,"Pologne","homme",44,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",3
2047,0,"Italie","femme",44,"secondaire","Employed","moyen","petite-moyenne ville",365,"transport collectif","employe",4
2048,0,"Bulgarie","femme",38,"universite","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",8
2049,1,"Hongrie","homme",33,"secondaire inferieur","Employed","tres faible","zone rurale",60,"marche","employe",5
2050,0,"Italie","homme",56,"secondaire","Not Employed","moyen","aire metropolitaine",10,"vehicule individuel","sans emploi",10
2051,0,"Grèce","femme",42,"universite","Employed","moyen","aire metropolitaine",35,"vehicule individuel","employe",6
2052,0,"Roumanie","homme",46,"secondaire inferieur","Not Employed","moyen","aire metropolitaine",75,"transport collectif","sans emploi",9
2053,0,"Hongrie","femme",51,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",3
2054,1,"Italie","homme",43,"universite","Employed","moyen","grande ville",15,"velo","employe",8
2055,0,"Allemagne","femme",58,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",10,"marche","employe",2
2056,0,"Hongrie","femme",27,"secondaire inferieur","Employed","moyen","grande ville",30,"marche","employe",8
2057,0,"Estonie","homme",44,"universite","Employed","eleve","zone rurale",40,"vehicule individuel","employe",7
2058,0,"France","homme",43,"secondaire inferieur","Not Employed","sans reponse","petite-moyenne ville",20,"vehicule individuel","sans emploi",8
2059,0,"Tchéquie","femme",49,"secondaire","Employed","tres faible","zone rurale",45,"marche","employe",7
2060,1,"Finlande","femme",45,"secondaire inferieur","Employed","faible","petite-moyenne ville",30,"velo","employe",8
2061,0,"Belgique","homme",42,"secondaire","Employed","faible","petite-moyenne ville",60,"vehicule individuel","employe",6
2062,0,"Pologne","femme",28,"universite","Employed","faible","petite-moyenne ville",75,"vehicule individuel","employe",7
2063,0,"Roumanie","femme",46,"secondaire","Employed","moyen","petite-moyenne ville",10,"marche","employe",10
2064,0,"Roumanie","homme",53,"universite","Employed","faible","petite-moyenne ville",10,"marche","employe",10
2065,0,"France","femme",48,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"transport collectif","sans emploi",9
2066,0,"Slovaquie","femme",42,"universite","Employed","eleve","petite-moyenne ville",30,"vehicule individuel","employe",7
2067,0,"France","femme",40,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",7
2068,0,"France","homme",41,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",9
2069,0,"Allemagne","homme",55,"universite","Employed","faible","zone rurale",30,"vehicule individuel","employe",2
2070,0,"Suède","femme",31,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",3
2071,1,"Hongrie","femme",36,"universite","Employed","moyen","petite-moyenne ville",20,"velo","employe",10
2072,0,"Grande Bretagne","femme",45,"secondaire","Not Employed","tres faible","petite-moyenne ville",60,"marche","sans emploi",5
2073,0,"Grande Bretagne","homme",50,"secondaire","Employed","faible","petite-moyenne ville",5,"vehicule individuel","employe",7
2074,0,"Finlande","femme",37,"universite","Employed","eleve","petite-moyenne ville",20,"marche","employe",9
2075,0,"Finlande","femme",56,"secondaire inferieur","Not Employed","moyen","grande ville",60,"marche","sans emploi",9
2076,1,"France","homme",59,"secondaire","Not Employed","moyen","zone rurale",15,"velo","sans emploi",8
2077,0,"Bulgarie","homme",27,"secondaire","Employed","moyen","petite-moyenne ville",20,"marche","employe",10
2078,0,"Pologne","femme",36,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",7
2079,1,"Italie","femme",55,"secondaire","Not Employed","faible","petite-moyenne ville",15,"velo","sans emploi",8
2080,0,"Roumanie","femme",49,"secondaire","Employed","moyen","aire metropolitaine",45,"transport collectif","employe",10
2081,0,"Autriche","femme",33,"secondaire","Employed","moyen","zone rurale",70,"vehicule individuel","employe",5
2082,0,"Pays-Bas","homme",49,"secondaire","Employed","eleve","grande ville",50,"vehicule individuel","employe",7
2083,0,"Slovaquie","femme",33,"secondaire","Not Employed","tres faible","zone rurale",30,"vehicule individuel","sans emploi",5
2084,0,"Finlande","femme",58,"secondaire inferieur","Employed","faible","petite-moyenne ville",5,"vehicule individuel","employe",3
2085,1,"Suède","homme",39,"secondaire","Employed","moyen","grande ville",15,"velo","employe",5
2086,1,"Suède","femme",55,"secondaire","Not Employed","moyen","zone rurale",150,"marche","sans emploi",8
2087,1,"Croatie","homme",40,"secondaire","Not Employed","moyen","petite-moyenne ville",10,"velo","sans emploi",7
2088,0,"Roumanie","femme",48,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",8
2089,0,"Suède","femme",46,"secondaire inferieur","Employed","moyen","petite-moyenne ville",40,"transport collectif","employe",7
2090,1,"Hongrie","homme",51,"secondaire inferieur","Employed","moyen","petite-moyenne ville",30,"velo","employe",8
2091,0,"Italie","homme",39,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",6
2092,0,"France","femme",44,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",45,"vehicule individuel","sans emploi",8
2093,0,"Roumanie","homme",46,"secondaire","Not Employed","moyen","petite-moyenne ville",5,"marche","sans emploi",6
2094,0,"Estonie","homme",49,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",5
2095,0,"Pologne","femme",55,"secondaire","Employed","moyen","grande ville",45,"vehicule individuel","employe",7
2096,0,"Finlande","femme",31,"secondaire","Employed","eleve","petite-moyenne ville",49,"vehicule individuel","employe",6
2097,0,"Espagne","homme",39,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",6
2098,0,"Espagne","femme",34,"universite","Employed","moyen","petite-moyenne ville",25,"marche","employe",10
2099,0,"France","femme",27,"universite","Employed","moyen","grande ville",40,"transport collectif","employe",8
2100,0,"Bulgarie","homme",51,"universite","Employed","moyen","aire metropolitaine",40,"marche","employe",8
2101,0,"France","homme",38,"secondaire","Employed","moyen","zone rurale",45,"vehicule individuel","employe",7
2102,0,"Pologne","femme",45,"secondaire","Employed","moyen","petite-moyenne ville",20,"transport collectif","employe",7
2103,0,"Italie","femme",53,"secondaire","Not Employed","faible","zone rurale",70,"vehicule individuel","sans emploi",10
2104,0,"Roumanie","femme",44,"universite","Not Employed","moyen","petite-moyenne ville",35,"marche","sans emploi",7
2105,0,"Autriche","femme",29,"premier cycle","Not Employed","moyen","petite-moyenne ville",20,"vehicule individuel","sans emploi",5
2106,1,"Danemark","homme",58,"secondaire inferieur","Employed","moyen","petite-moyenne ville",10,"velo","employe",8
2107,1,"Hongrie","homme",37,"secondaire inferieur","Not Employed","tres faible","zone rurale",120,"velo","sans emploi",6
2108,0,"Belgique","homme",26,"universite","Employed","moyen","petite-moyenne ville",90,"marche","employe",9
2109,0,"France","homme",28,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",7
2110,0,"France","femme",57,"secondaire","Not Employed","faible","zone rurale",15,"vehicule individuel","sans emploi",7
2111,0,"Allemagne","femme",60,"universite","Employed","moyen","zone rurale",30,"vehicule individuel","employe",9
2112,0,"Lettonie","femme",43,"secondaire","Employed","tres faible","petite-moyenne ville",10,"marche","employe",7
2113,1,"Roumanie","homme",38,"secondaire inferieur","Employed","faible","petite-moyenne ville",20,"velo","employe",8
2114,0,"France","homme",51,"secondaire inferieur","Employed","faible","zone rurale",30,"vehicule individuel","employe",1
2115,1,"Belgique","homme",58,"universite","Not Employed","faible","grande ville",70,"marche","sans emploi",10
2116,1,"Pays-Bas","femme",49,"universite","Employed","moyen","grande ville",10,"marche","employe",6
2117,0,"Roumanie","homme",28,"universite","Employed","eleve","grande ville",30,"transport collectif","employe",3
2118,0,"Danemark","femme",54,"premier cycle","Employed","faible","zone rurale",15,"vehicule individuel","employe",1
2119,1,"Italie","homme",42,"secondaire","Employed","moyen","petite-moyenne ville",15,"marche","employe",7
2120,0,"Grande Bretagne","homme",40,"secondaire","Not Employed","tres faible","zone rurale",65,"marche","sans emploi",9
2121,0,"Belgique","homme",57,"secondaire","Not Employed","faible","petite-moyenne ville",80,"vehicule individuel","sans emploi",1
2122,1,"Italie","homme",46,"secondaire","Employed","faible","zone rurale",2,"marche","employe",3
2123,1,"Italie","homme",29,"secondaire","Employed","faible","zone rurale",100,"velo","employe",9
2124,0,"Pologne","femme",56,"secondaire","Not Employed","faible","zone rurale",15,"transport collectif","sans emploi",8
2125,0,"Finlande","homme",37,"universite","Employed","faible","zone rurale",150,"transport collectif","employe",5
2126,0,"Lettonie","homme",43,"universite","Employed","moyen","petite-moyenne ville",90,"vehicule individuel","employe",3
2127,0,"Lituanie","homme",44,"universite","Employed","moyen","zone rurale",10,"vehicule individuel","employe",8
2128,0,"Roumanie","femme",44,"secondaire","Employed","moyen","petite-moyenne ville",63,"marche","employe",4
2129,0,"Allemagne","femme",33,"secondaire","Employed","faible","grande ville",60,"transport collectif","employe",5
2130,0,"France","homme",38,"secondaire","Employed","faible","grande ville",130,"vehicule individuel","employe",9
2131,0,"Pays-Bas","homme",59,"secondaire inferieur","Employed","moyen","petite-moyenne ville",90,"vehicule individuel","employe",5
2132,0,"France","homme",58,"secondaire","Employed","eleve","zone rurale",25,"vehicule individuel","employe",8
2133,0,"Tchéquie","femme",40,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",9
2134,0,"Bulgarie","femme",41,"secondaire","Employed","moyen","grande ville",10,"transport collectif","employe",5
2135,0,"Pays-Bas","femme",52,"secondaire inferieur","Not Employed","moyen","aire metropolitaine",105,"marche","sans emploi",8
2136,0,"Allemagne","femme",32,"secondaire","Employed","moyen","zone rurale",25,"vehicule individuel","employe",8
2137,1,"Pays-Bas","femme",53,"secondaire inferieur","Not Employed","moyen","grande ville",15,"velo","sans emploi",5
2138,0,"Espagne","homme",46,"secondaire","Employed","faible","zone rurale",60,"vehicule individuel","employe",7
2139,0,"Italie","homme",42,"universite","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",8
2140,0,"France","homme",58,"secondaire","Not Employed","faible","petite-moyenne ville",50,"marche","sans emploi",8
2141,1,"Hongrie","femme",51,"secondaire","Not Employed","faible","petite-moyenne ville",15,"marche","sans emploi",10
2142,0,"Belgique","homme",54,"secondaire inferieur","Employed","moyen","zone rurale",20,"vehicule individuel","employe",5
2143,0,"France","homme",50,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",60,"transport collectif","sans emploi",4
2144,0,"Grande Bretagne","homme",49,"secondaire inferieur","Not Employed","eleve","zone rurale",30,"vehicule individuel","sans emploi",5
2145,0,"Roumanie","homme",36,"universite","Employed","faible","petite-moyenne ville",90,"vehicule individuel","employe",8
2146,0,"Tchéquie","femme",32,"secondaire","Not Employed","moyen","petite-moyenne ville",30,"marche","sans emploi",7
2147,1,"Roumanie","homme",50,"secondaire","Not Employed","sans reponse","zone rurale",125,"velo","sans emploi",5
2148,0,"Autriche","homme",54,"secondaire inferieur","Not Employed","moyen","aire metropolitaine",70,"marche","sans emploi",9
2149,0,"Allemagne","homme",60,"universite","Employed","moyen","zone rurale",20,"transport collectif","employe",8
2150,1,"Hongrie","homme",28,"secondaire inferieur","Employed","faible","grande ville",40,"velo","employe",3
2151,0,"Italie","homme",58,"secondaire","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",5
2152,0,"Danemark","homme",59,"universite","Employed","moyen","aire metropolitaine",45,"transport collectif","employe",4
2153,0,"Belgique","homme",36,"secondaire inferieur","Employed","eleve","grande ville",15,"transport collectif","employe",5
2154,0,"Suède","femme",50,"universite","Employed","tres eleve","aire metropolitaine",35,"transport collectif","employe",10
2155,1,"Pays-Bas","femme",42,"premier cycle","Employed","faible","petite-moyenne ville",20,"velo","employe",8
2156,0,"Danemark","homme",48,"secondaire","Not Employed","faible","petite-moyenne ville",120,"marche","sans emploi",1
2157,0,"Grande Bretagne","homme",56,"universite","Employed","moyen","aire metropolitaine",50,"transport collectif","employe",8
2158,0,"Pays-Bas","homme",52,"secondaire","Not Employed","moyen","zone rurale",105,"vehicule individuel","sans emploi",5
2159,1,"Hongrie","homme",23,"universite","Not Employed","moyen","aire metropolitaine",35,"velo","sans emploi",8
2160,0,"Slovaquie","femme",53,"secondaire","Employed","sans reponse","petite-moyenne ville",20,"marche","employe",10
